Date,Open,Adj Close,Predicted,Difference,Decision
2019-03-05,3890.0,3201.35791,3202.138205965107,687.8617940348931,Sell
2019-03-06,3860.0,3159.99707,3161.5551428052686,698.4448571947314,Sell
2019-03-07,3820.0,3159.99707,3161.5551428052686,658.4448571947314,Sell
2019-03-08,3810.0,3093.818848,3096.6213802600264,713.3786197399736,Sell
2019-03-11,3780.0,3143.452148,3145.3213425608687,634.6786574391313,Sell
2019-03-12,3800.0,3110.363281,3112.854700699909,687.1452993000912,Sell
2019-03-13,3730.0,3077.274414,3080.388058838949,649.6119411610512,Sell
2019-03-14,3720.0,3093.818848,3096.6213802600264,623.3786197399736,Sell
2019-03-15,3720.0,3102.091309,3104.7382803822265,615.2617196177735,Sell
2019-03-18,3770.0,3159.99707,3161.5551428052686,608.4448571947314,Sell
2019-03-19,3800.0,3126.907959,3129.0882615326477,670.9117384673523,Sell
2019-03-20,3810.0,3110.363281,3112.854700699909,697.1452993000912,Sell
2019-03-21,3800.0,3135.180176,3137.2049222431865,662.7950777568135,Sell
2019-03-22,3800.0,3143.452148,3145.3213425608687,654.6786574391313,Sell
2019-03-25,3730.0,3135.180176,3137.2049222431865,592.7950777568135,Sell
2019-03-26,3780.0,3159.99707,3161.5551428052686,618.4448571947314,Sell
2019-03-27,3840.0,3159.99707,3161.5551428052686,678.4448571947314,Sell
2019-03-28,3820.0,3209.630371,3210.2551060873066,609.7448939126934,Sell
2019-03-29,3880.0,3275.80835,3275.1886302020825,604.8113697979175,Sell
2019-04-01,3950.0,3250.991699,3250.8386480704667,699.1613519295333,Sell
2019-04-02,3910.0,3250.991699,3250.8386480704667,659.1613519295333,Sell
2019-04-03,3930.0,3250.991699,3250.8386480704667,679.1613519295333,Sell
2019-04-04,3980.0,3333.714111,3332.005492625125,647.994507374875,Sell
2019-04-05,4020.0,3358.530762,3356.3554747567414,663.6445252432586,Sell
2019-04-08,4020.0,3267.535889,3267.0717300798833,752.9282699201167,Sell
2019-04-09,3980.0,3267.535889,3267.0717300798833,712.9282699201167,Sell
2019-04-10,3920.0,3250.991699,3250.8386480704667,669.1613519295333,Sell
2019-04-11,3900.0,3217.902588,3218.3717667978453,681.6282332021547,Sell
2019-04-12,3820.0,3168.269043,3169.6715641041465,650.3284358958535,Sell
2019-04-15,3860.0,3168.269043,3169.6715641041465,690.3284358958535,Sell
2019-04-16,3830.0,3201.35791,3202.138205965107,627.8617940348931,Sell
2019-04-17,3870.0,3201.35791,3202.138205965107,667.8617940348931,Sell
2019-04-18,3920.0,3193.086182,3194.0220250590855,725.9779749409145,Sell
2019-04-19,3860.0,3193.086182,3194.0220250590855,665.9779749409145,Sell
2019-04-22,3860.0,3126.907959,3129.0882615326477,730.9117384673523,Sell
2019-04-23,3780.0,3184.813721,3185.9051249368854,594.0948750631146,Sell
2019-04-24,3850.0,3176.541504,3177.788464226346,672.2115357736538,Sell
2019-04-25,3800.0,3168.269043,3169.6715641041465,630.3284358958535,Sell
2019-04-26,3800.0,3234.446777,3234.604847826067,565.3951521739332,Sell
2019-04-29,3850.0,3193.086182,3194.0220250590855,655.9779749409145,Sell
2019-04-30,3890.0,3135.180176,3137.2049222431865,752.7950777568135,Sell
2019-05-01,3790.0,3135.180176,3137.2049222431865,652.7950777568135,Sell
2019-05-02,3760.0,3168.269043,3169.6715641041465,590.3284358958535,Sell
2019-05-03,3800.0,3159.99707,3161.5551428052686,638.4448571947314,Sell
2019-05-06,3760.0,3176.541504,3177.788464226346,582.2115357736538,Sell
2019-05-07,3870.0,3226.175049,3226.4886669200455,643.5113330799545,Sell
2019-05-08,3890.0,3226.175049,3226.4886669200455,663.5113330799545,Sell
2019-05-09,3860.0,3143.452148,3145.3213425608687,714.6786574391313,Sell
2019-05-10,3800.0,3135.180176,3137.2049222431865,662.7950777568135,Sell
2019-05-13,3820.0,3118.635742,3120.971600822109,699.0283991778911,Sell
2019-05-14,3730.0,3110.363281,3112.854700699909,617.1452993000912,Sell
2019-05-15,3770.0,3027.640869,3031.68785614525,738.31214385475,Sell
2019-05-16,3660.0,2978.007568,2982.9878928632124,677.0121071367876,Sell
2019-05-17,3610.0,2903.557373,2909.937709019093,700.0622909809072,Sell
2019-05-20,3520.0,2978.007568,2982.9878928632124,537.0121071367876,Sell
2019-05-21,3600.0,2978.007568,2982.9878928632124,617.0121071367876,Sell
2019-05-22,3590.0,2928.374023,2934.2876901695136,655.7123098304864,Sell
2019-05-23,3540.0,3027.640869,3031.68785614525,508.31214385475005,Sell
2019-05-24,3700.0,3102.091309,3104.7382803822265,595.2617196177735,Sell
2019-05-27,3760.0,3159.99707,3161.5551428052686,598.4448571947314,Sell
2019-05-28,3800.0,3052.458008,3056.038317100189,743.961682899811,Sell
2019-05-29,3750.0,3126.907959,3129.0882615326477,620.9117384673523,Sell
2019-05-30,3780.0,3126.907959,3129.0882615326477,650.9117384673523,Sell
2019-05-31,3780.0,3226.175049,3226.4886669200455,553.5113330799545,Sell
2019-06-03,3900.0,3226.175049,3226.4886669200455,673.5113330799545,Sell
2019-06-04,3900.0,3226.175049,3226.4886669200455,673.5113330799545,Sell
2019-06-05,3900.0,3226.175049,3226.4886669200455,673.5113330799545,Sell
2019-06-06,3900.0,3226.175049,3226.4886669200455,673.5113330799545,Sell
2019-06-07,3900.0,3226.175049,3226.4886669200455,673.5113330799545,Sell
2019-06-10,4000.0,3341.986328,3340.122153335664,659.8778466643362,Sell
2019-06-11,4010.0,3325.441895,3323.888832895782,686.1111671042181,Sell
2019-06-12,3880.0,3304.147217,3302.9945942332592,577.0054057667408,Sell
2019-06-13,3940.0,3346.078125,3344.1370054539534,595.8629945460466,Sell
2019-06-14,4020.0,3346.078125,3344.1370054539534,675.8629945460466,Sell
2019-06-17,3950.0,3270.602783,3270.080952158219,679.9190478417809,Sell
2019-06-18,3890.0,3337.691895,3335.9084757199607,554.0915242800393,Sell
2019-06-20,4110.0,3388.009033,3385.2794166746476,724.7205833253524,Sell
2019-06-21,4010.0,3388.009033,3385.2794166746476,624.7205833253524,Sell
2019-06-24,4050.0,3337.691895,3335.9084757199607,714.0915242800393,Sell
2019-06-25,4040.0,3362.850342,3360.593826491474,679.4061735085261,Sell
2019-06-26,4020.0,3337.691895,3335.9084757199607,684.0915242800393,Sell
2019-06-27,4010.0,3429.939697,3426.421588483681,583.5784115163192,Sell
2019-06-28,4100.0,3471.870361,3467.563760292714,632.436239707286,Sell
2019-07-01,4200.0,3538.959961,3533.391762677778,666.6082373222221,Sell
2019-07-02,4240.0,3564.118164,3558.0768740376298,681.9231259623702,Sell
2019-07-03,4160.0,3555.731934,3549.848344303637,610.1516556963629,Sell
2019-07-04,4190.0,3564.118164,3558.0768740376298,631.9231259623702,Sell
2019-07-05,4260.0,3589.276611,3582.762224809143,677.2377751908571,Sell
2019-07-08,4230.0,3580.890625,3574.533934486811,655.4660655131888,Sell
2019-07-09,4300.0,3647.97998,3640.3616964790185,659.6383035209815,Sell
2019-07-10,4310.0,3597.662842,3590.9907555243317,719.0092444756683,Sell
2019-07-11,4250.0,3580.890625,3574.533934486811,675.4660655131888,Sell
2019-07-12,4240.0,3505.415039,3500.4776417794155,739.5223582205845,Sell
2019-07-15,4250.0,3589.276611,3582.762224809143,667.2377751908571,Sell
2019-07-16,4240.0,3555.731934,3549.848344303637,690.1516556963629,Sell
2019-07-17,4250.0,3547.345947,3541.6200530001097,708.3799469998903,Sell
2019-07-18,4220.0,3555.731934,3549.848344303637,670.1516556963629,Sell
2019-07-19,4260.0,3580.890625,3574.533934486811,685.4660655131888,Sell
2019-07-22,4250.0,3572.504395,3566.305404752818,683.694595247182,Sell
2019-07-23,4260.0,3564.118164,3558.0768740376298,701.9231259623702,Sell
2019-07-24,4230.0,3513.80127,3508.706172494604,721.2938275053962,Sell
2019-07-25,4160.0,3530.573486,3525.1629925509283,634.8370074490717,Sell
2019-07-26,4160.0,3488.642578,3484.020581330234,675.9794186697659,Sell
2019-07-29,4150.0,3522.187256,3516.9344628169356,633.0655371830644,Sell
2019-07-30,4280.0,3580.890625,3574.533934486811,705.4660655131888,Sell
2019-07-31,4240.0,3606.049316,3599.2195246699853,640.7804753300147,Sell
2019-08-01,4300.0,3589.276611,3582.762224809143,717.2377751908571,Sell
2019-08-02,4280.0,3589.276611,3582.762224809143,697.2377751908571,Sell
2019-08-05,4200.0,3421.553467,3418.193058749688,781.8069412503119,Sell
2019-08-06,4060.0,3463.484131,3459.3352305587214,600.6647694412786,Sell
2019-08-07,4230.0,3530.573486,3525.1629925509283,704.8370074490717,Sell
2019-08-08,4270.0,3572.504395,3566.305404752818,703.694595247182,Sell
2019-08-09,4300.0,3572.504395,3566.305404752818,733.694595247182,Sell
2019-08-12,4300.0,3572.504395,3566.305404752818,733.694595247182,Sell
2019-08-13,4290.0,3564.118164,3558.0768740376298,731.9231259623702,Sell
2019-08-14,4300.0,3597.662842,3590.9907555243317,709.0092444756683,Sell
2019-08-15,4200.0,3597.662842,3590.9907555243317,609.0092444756683,Sell
2019-08-16,4300.0,3589.276611,3582.762224809143,717.2377751908571,Sell
2019-08-19,4340.0,3639.59375,3632.1331667450254,707.8668332549746,Sell
2019-08-20,4350.0,3748.614014,3739.103340939123,610.896659060877,Sell
2019-08-21,4460.0,3698.296631,3689.732159591579,770.2678404084209,Sell
2019-08-22,4380.0,3731.841553,3722.6462804899415,657.3537195100585,Sell
2019-08-23,4390.0,3673.138184,3665.0468088200655,724.9531911799345,Sell
2019-08-26,4280.0,3631.20752,3623.9046370110327,656.0953629889673,Sell
2019-08-27,4390.0,3673.138184,3665.0468088200655,724.9531911799345,Sell
2019-08-28,4430.0,3664.752197,3656.8185175165386,773.1814824834614,Sell
2019-08-29,4370.0,3673.138184,3665.0468088200655,704.9531911799345,Sell
2019-08-30,4430.0,3731.841553,3722.6462804899415,707.3537195100585,Sell
2019-09-02,4440.0,3698.296631,3689.732159591579,750.2678404084209,Sell
2019-09-03,4440.0,3647.97998,3640.3616964790185,799.6383035209815,Sell
2019-09-04,4310.0,3597.662842,3590.9907555243317,719.0092444756683,Sell
2019-09-05,4290.0,3622.821289,3615.6761062958444,674.3238937041556,Sell
2019-09-06,4360.0,3530.573486,3525.1629925509283,834.8370074490717,Sell
2019-09-09,4280.0,3580.890625,3574.533934486811,705.4660655131888,Sell
2019-09-10,4300.0,3580.890625,3574.533934486811,725.4660655131888,Sell
2019-09-11,4300.0,3564.118164,3558.0768740376298,741.9231259623702,Sell
2019-09-12,4220.0,3497.029053,3492.249351457084,727.7506485429162,Sell
2019-09-13,4230.0,3488.642578,3484.020581330234,745.9794186697659,Sell
2019-09-16,4160.0,3538.959961,3533.391762677778,626.6082373222221,Sell
2019-09-17,4240.0,3580.890625,3574.533934486811,665.4660655131888,Sell
2019-09-18,4250.0,3564.118164,3558.0768740376298,691.9231259623702,Sell
2019-09-19,4260.0,3530.573486,3525.1629925509283,734.8370074490717,Sell
2019-09-20,4250.0,3597.662842,3590.9907555243317,659.0092444756683,Sell
2019-09-23,4290.0,3564.118164,3558.0768740376298,731.9231259623702,Sell
2019-09-24,4210.0,3530.573486,3525.1629925509283,684.8370074490717,Sell
2019-09-25,4220.0,3538.959961,3533.391762677778,686.6082373222221,Sell
2019-09-26,4220.0,3656.365723,3648.5897483708845,571.4102516291155,Sell
2019-09-27,4310.0,3614.435303,3607.4478159735127,702.5521840264873,Sell
2019-09-30,4270.0,3614.435303,3607.4478159735127,662.5521840264873,Sell
2019-10-01,4400.0,3564.118164,3558.0768740376298,841.9231259623702,Sell
2019-10-02,4260.0,3522.187256,3516.9344628169356,743.0655371830644,Sell
2019-10-03,4190.0,3522.187256,3516.9344628169356,673.0655371830644,Sell
2019-10-04,4250.0,3513.80127,3508.706172494604,741.2938275053962,Sell
2019-10-07,4240.0,3446.711914,3442.8784095212013,797.1215904787987,Sell
2019-10-08,4170.0,3429.939697,3426.421588483681,743.5784115163192,Sell
2019-10-09,4090.0,3455.098145,3451.106940236389,638.8930597636108,Sell
2019-10-10,4060.0,3446.711914,3442.8784095212013,617.1215904787987,Sell
2019-10-11,4100.0,3497.029053,3492.249351457084,607.7506485429162,Sell
2019-10-14,4200.0,3513.80127,3508.706172494604,691.2938275053962,Sell
2019-10-15,4190.0,3497.029053,3492.249351457084,697.7506485429162,Sell
2019-10-16,4170.0,3497.029053,3492.249351457084,677.7506485429162,Sell
2019-10-17,4160.0,3497.029053,3492.249351457084,667.7506485429162,Sell
2019-10-18,4170.0,3513.80127,3508.706172494604,661.2938275053962,Sell
2019-10-21,4200.0,3522.187256,3516.9344628169356,683.0655371830644,Sell
2019-10-22,4200.0,3547.345947,3541.6200530001097,658.3799469998903,Sell
2019-10-23,4210.0,3572.504395,3566.305404752818,643.694595247182,Sell
2019-10-24,4300.0,3647.97998,3640.3616964790185,659.6383035209815,Sell
2019-10-25,4320.0,3589.276611,3582.762224809143,737.2377751908571,Sell
2019-10-28,4280.0,3572.504395,3566.305404752818,713.694595247182,Sell
2019-10-29,4230.0,3631.20752,3623.9046370110327,606.0953629889673,Sell
2019-10-30,4290.0,3580.890625,3574.533934486811,715.4660655131888,Sell
2019-10-31,4220.0,3446.711914,3442.8784095212013,777.1215904787987,Sell
2019-11-01,4090.0,3421.553467,3418.193058749688,671.8069412503119,Sell
2019-11-04,4080.0,3480.256836,3475.7925304195637,604.2074695804363,Sell
2019-11-05,4170.0,3522.187256,3516.9344628169356,653.0655371830644,Sell
2019-11-06,4180.0,3455.098145,3451.106940236389,728.8930597636108,Sell
2019-11-07,4150.0,3413.16748,3409.964767446161,740.0352325538388,Sell
2019-11-08,4010.0,3446.711914,3442.8784095212013,567.1215904787987,Sell
2019-11-11,4040.0,3438.325684,3434.649879787208,605.3501202127918,Sell
2019-11-12,4050.0,3505.415039,3500.4776417794155,549.5223582205845,Sell
2019-11-13,4130.0,3480.256836,3475.7925304195637,654.2074695804363,Sell
2019-11-14,4110.0,3396.39502,3393.507707978175,716.492292021825,Sell
2019-11-15,4080.0,3421.553467,3418.193058749688,661.8069412503119,Sell
2019-11-18,4040.0,3354.464355,3352.3655351879465,687.6344648120535,Sell
2019-11-19,4000.0,3371.236572,3368.8223562254666,631.1776437745334,Sell
2019-11-20,4000.0,3429.939697,3426.421588483681,573.5784115163192,Sell
2019-11-21,4050.0,3371.236572,3368.8223562254666,681.1776437745334,Sell
2019-11-22,4030.0,3396.39502,3393.507707978175,636.492292021825,Sell
2019-11-25,4070.0,3312.533203,3311.222884555591,758.777115444409,Sell
2019-11-26,3950.0,3237.058105,3237.1670706715176,712.8329293284824,Sell
2019-11-27,3870.0,3253.830322,3253.6238917090377,616.3761082909623,Sell
2019-11-28,3830.0,3203.513428,3204.253190166012,625.7468098339882,Sell
2019-11-29,3860.0,3295.760986,3294.766063518071,565.233936481929,Sell
2019-12-02,3960.0,3312.533203,3311.222884555591,648.777115444409,Sell
2019-12-03,3920.0,3287.375,3286.537773195739,633.4622268042608,Sell
2019-12-04,3920.0,3346.078125,3344.1370054539534,575.8629945460466,Sell
2019-12-05,3990.0,3404.781006,3401.735998300507,588.2640016994928,Sell
2019-12-06,4040.0,3438.325684,3434.649879787208,605.3501202127918,Sell
2019-12-09,4080.0,3413.16748,3409.964767446161,670.0352325538388,Sell
2019-12-10,4050.0,3388.009033,3385.2794166746476,664.7205833253524,Sell
2019-12-11,4010.0,3396.39502,3393.507707978175,616.492292021825,Sell
2019-12-12,4040.0,3312.533203,3311.222884555591,728.777115444409,Sell
2019-12-13,4000.0,3346.078125,3344.1370054539534,655.8629945460466,Sell
2019-12-16,3970.0,3329.305664,3327.6799450047724,642.3200549952276,Sell
2019-12-17,3970.0,3337.691895,3335.9084757199607,634.0915242800393,Sell
2019-12-18,3960.0,3346.078125,3344.1370054539534,615.8629945460466,Sell
2019-12-19,3970.0,3270.602783,3270.080952158219,699.9190478417809,Sell
2019-12-20,3900.0,3371.236572,3368.8223562254666,531.1776437745334,Sell
2019-12-23,4020.0,3371.236572,3368.8223562254666,651.1776437745334,Sell
2019-12-26,4020.0,3354.464355,3352.3655351879465,667.6344648120535,Sell
2019-12-27,3990.0,3346.078125,3344.1370054539534,645.8629945460466,Sell
2019-12-30,3980.0,3329.305664,3327.6799450047724,652.3200549952276,Sell
2020-01-02,3970.0,3278.988525,3278.30900306889,691.69099693111,Sell
2020-01-03,3960.0,3337.691895,3335.9084757199607,624.0915242800393,Sell
2020-01-06,3930.0,3320.919434,3319.4514152707793,610.5485847292207,Sell
2020-01-07,3930.0,3304.147217,3302.9945942332592,627.0054057667408,Sell
2020-01-08,3920.0,3270.602783,3270.080952158219,649.9190478417809,Sell
2020-01-09,3920.0,3320.919434,3319.4514152707793,600.5485847292207,Sell
2020-01-10,3980.0,3337.691895,3335.9084757199607,644.0915242800393,Sell
2020-01-13,4000.0,3379.622803,3377.0508869406553,622.9491130593447,Sell
2020-01-14,3980.0,3312.533203,3311.222884555591,668.777115444409,Sell
2020-01-15,3960.0,3253.830322,3253.6238917090377,706.3761082909623,Sell
2020-01-16,3890.0,3228.671875,3228.938540937525,661.061459062475,Sell
2020-01-17,3860.0,3195.126953,3196.024420039162,663.9755799608379,Sell
2020-01-20,3820.0,3195.126953,3196.024420039162,623.9755799608379,Sell
2020-01-21,3810.0,3262.216553,3261.8524224242265,548.1475775757735,Sell
2020-01-22,3890.0,3237.058105,3237.1670706715176,652.8329293284824,Sell
2020-01-23,3860.0,3253.830322,3253.6238917090377,606.3761082909623,Sell
2020-01-24,3880.0,3287.375,3286.537773195739,593.4622268042608,Sell
2020-01-27,3920.0,3220.285889,3220.710250615193,699.2897493848068,Sell
2020-01-28,3810.0,3211.899414,3212.4814804883435,597.5185195116565,Sell
2020-01-29,3840.0,3270.602783,3270.080952158219,569.9190478417809,Sell
2020-01-30,3910.0,3237.058105,3237.1670706715176,672.8329293284824,Sell
2020-01-31,3890.0,3186.740723,3187.7958903051695,702.2041096948305,Sell
2020-02-03,3800.0,3136.424072,3138.425427192609,661.5745728073912,Sell
2020-02-04,3810.0,3153.196045,3154.882008818468,655.117991181532,Sell
2020-02-05,3760.0,3161.58252,3163.110778945317,596.8892210546828,Sell
2020-02-06,3800.0,3153.196045,3154.882008818468,645.117991181532,Sell
2020-02-07,3780.0,3178.35498,3179.5678384133034,600.4321615866966,Sell
2020-02-10,3800.0,3195.126953,3196.024420039162,603.9755799608379,Sell
2020-02-11,3810.0,3178.35498,3179.5678384133034,630.4321615866966,Sell
2020-02-12,3800.0,3203.513428,3204.253190166012,595.7468098339882,Sell
2020-02-13,3820.0,3128.037842,3130.196897458616,689.8031025413839,Sell
2020-02-14,3680.0,3052.5625,3056.1408441628814,623.8591558371186,Sell
2020-02-17,3630.0,3027.403809,3031.4552539797073,598.5447460202927,Sell
2020-02-18,3590.0,3035.790039,3039.6837837137004,550.3162162862996,Sell
2020-02-19,3620.0,3035.790039,3039.6837837137004,580.3162162862996,Sell
2020-02-20,3620.0,3044.17627,3047.9123144288887,572.0876855711113,Sell
2020-02-21,3650.0,3094.493408,3097.2832553835756,552.7167446164244,Sell
2020-02-24,3670.0,3052.5625,3056.1408441628814,613.8591558371186,Sell
2020-02-25,3600.0,3010.631592,3014.9984329421873,585.0015670578127,Sell
2020-02-26,3530.0,2943.542236,2949.1706699687843,580.8293300312157,Sell
2020-02-27,3510.0,2909.997559,2916.2567894632784,593.7432105367216,Sell
2020-02-28,3390.0,2926.77002,2932.71384991246,457.28615008754014,Sell
2020-03-02,3470.0,2884.839355,2891.5716771222314,578.4283228777686,Sell
2020-03-03,3510.0,3035.790039,3039.6837837137004,470.31621628629955,Sell
2020-03-04,3640.0,3211.899414,3212.4814804883435,427.51851951165645,Sell
2020-03-05,3820.0,3211.899414,3212.4814804883435,607.5185195116565,Sell
2020-03-06,3730.0,3144.810303,3146.6539579077976,583.3460420922024,Sell
2020-03-09,3560.0,2935.156006,2940.9421402347916,619.0578597652084,Sell
2020-03-10,3480.0,2926.77002,2932.71384991246,547.2861500875401,Sell
2020-03-11,3470.0,2851.294434,2858.657557205064,611.3424427949358,Sell
2020-03-12,3300.0,2775.819336,2784.601743320991,515.3982566790091,Sell
2020-03-13,3310.0,2775.819336,2784.601743320991,525.3982566790091,Sell
2020-03-16,3300.0,2650.026855,2661.1747480893737,638.8252519106263,Sell
2020-03-17,3160.0,2465.53125,2480.1485215807375,679.8514784192625,Sell
2020-03-18,3010.0,2356.510986,2373.1783473866403,636.8216526133597,Sell
2020-03-19,2810.0,2197.174072,2216.837711061178,593.1622889388218,Sell
2020-03-20,2660.0,2415.213867,2430.7773402331936,229.22265976680637,Sell
2020-03-23,2880.0,2247.490967,2266.2084135854,613.7915864145998,Sell
2020-03-24,2700.0,2197.174072,2216.837711061178,483.1622889388218,Sell
2020-03-26,2550.0,2499.075684,2513.0621636557776,36.93783634422243,Sell
2020-03-27,3050.0,2591.32373,2603.5755158311595,446.42448416884054,Sell
2020-03-30,3060.0,2633.254395,2644.717688621388,415.2823113786121,Sell
2020-03-31,3180.0,2650.026855,2661.1747480893737,518.8252519106263,Sell
2020-04-01,3180.0,2599.709717,2611.803807134687,568.1961928653132,Sell
2020-04-02,3100.0,2624.868164,2636.4891579061996,463.5108420938004,Sell
2020-04-03,3150.0,2683.571533,2694.0886295760747,455.9113704239253,Sell
2020-04-06,3280.0,2792.591309,2801.0583249468496,478.94167505315045,Sell
2020-04-07,3390.0,2700.34375,2710.545450613595,679.4545493864048,Sell
2020-04-08,3220.0,2608.095947,2620.032336868679,599.9676631313209,Sell
2020-04-09,3110.0,2616.482178,2628.260867583868,481.7391324161322,Sell
2020-04-13,3140.0,2666.798828,2677.631329715233,462.3686702847672,Sell
2020-04-14,3200.0,2717.116211,2727.0025110627766,472.99748893722335,Sell
2020-04-15,3250.0,2608.095947,2620.032336868679,629.9676631313209,Sell
2020-04-16,3110.0,2515.8479,2529.518983712103,580.4810162878971,Sell
2020-04-17,3050.0,2708.72998,2718.7739803475883,331.22601965241165,Sell
2020-04-20,3270.0,2616.482178,2628.260867583868,641.7391324161322,Sell
2020-04-21,3120.0,2574.55127,2587.118456363173,532.8815436368268,Sell
2020-04-22,3050.0,2650.026855,2661.1747480893737,388.8252519106263,Sell
2020-04-23,3200.0,2574.55127,2587.118456363173,612.8815436368268,Sell
2020-04-24,3100.0,2591.32373,2603.5755158311595,496.42448416884054,Sell
2020-04-27,3120.0,2641.640381,2652.9459789437196,467.05402105628036,Sell
2020-04-28,3170.0,2650.026855,2661.1747480893737,508.8252519106263,Sell
2020-04-29,3200.0,2809.36377,2817.515385396031,382.484614603969,Sell
2020-04-30,3400.0,2935.156006,2940.9421402347916,459.0578597652084,Sell
2020-05-04,3400.0,2784.205078,2792.8297942316613,607.1702057683387,Sell
2020-05-05,3320.0,2784.205078,2792.8297942316613,527.1702057683387,Sell
2020-05-06,3300.0,2717.116211,2727.0025110627766,572.9974889372234,Sell
2020-05-08,3270.0,2675.185059,2685.8598604304207,584.1401395695793,Sell
2020-05-11,3220.0,2700.34375,2710.545450613595,509.4545493864048,Sell
2020-05-12,3270.0,2641.640381,2652.9459789437196,617.0540210562804,Sell
2020-05-13,3150.0,2650.026855,2661.1747480893737,488.8252519106263,Sell
2020-05-14,3110.0,2574.55127,2587.118456363173,522.8815436368268,Sell
2020-05-15,3100.0,2599.709717,2611.803807134687,488.19619286531315,Sell
2020-05-18,3100.0,2700.34375,2710.545450613595,389.4545493864048,Sell
2020-05-19,3250.0,2742.274658,2751.6878618342894,498.3121381657106,Sell
2020-05-20,3200.0,2666.798828,2677.631329715233,522.3686702847672,Sell
2020-05-26,3150.0,2725.502197,2735.230801385108,414.76919861489205,Sell
2020-05-27,3250.0,2658.412842,2669.403039392901,580.5969606070989,Sell
2020-05-28,3180.0,2624.868164,2636.4891579061996,543.5108420938004,Sell
2020-05-29,3100.0,2641.640381,2652.9459789437196,447.05402105628036,Sell
2020-06-02,3160.0,2725.502197,2735.230801385108,424.76919861489205,Sell
2020-06-03,3280.0,2759.046875,2768.1446828718094,511.85531712819056,Sell
2020-06-04,3320.0,2767.432861,2776.372973194141,543.6270268058588,Sell
2020-06-05,3360.0,2708.72998,2718.7739803475883,641.2260196524117,Sell
